臺灣 Taiwan,#genre#
Supersports 2(備用),http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=go_assp2
Supersports 3,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Assp3
Supersports 3(備用),http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=go_assp3
Supersports 3(備用2),http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Assp3_mega
Supersports 4,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Assp4_mega
Supersports 4(備用),http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=go_assp4
Supersports 5,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=go_assp5
Bein 2HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Beinhd
Beinsports HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Besports
Champion 5 EPL,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Champion5epl
WWE,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Wwe
Champion 6 EPL,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Champion6epl
Fight Sports,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Fs
UFC Network,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ufc_mega
NBA TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=nbatv_twn&sp=chaojidianshi
Astro Cricket,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Acricket_mega
Astro Golf,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Agolf
TNT Sports 1,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=beeone
TNT Sports 2,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=beetwo
TNT Sports 3,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=beethree
TNT Sports 4,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=beefour
Sony Ten 1,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ten1_raj
Sony Ten 2,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ten2_raj
Sony Ten 3,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ten3_raj
SPOTV 1 HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=go_spotv
SPO TV 2,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=go_spotv2
Beinsports 2 HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Bein2hd
Skysports Arena,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tiankongarena
Skysports F1,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tiankongf1
Skysports Cricket,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tiankongcricket
Skysports EPL,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tiankongepl
Skysports Football,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tiankongfootball
Skysports Golf,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tiankonggolf
Skysports Main Event,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tiankongmain
Skysports News,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tiankongnews
Skysports NFL,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tiankongnfl
Skysports Racing,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tiankongracing
Skysports Mix,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tiankongmix
CCTV-5,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv5
CCTV-5+,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv5plus
愛爾達體育2台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=eltasport2_twn&sp=chaojidianshi
愛爾達體育3台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=eltasport3_twn&sp=chaojidianshi
RTM Sports HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Rtmsport
Arena,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Arena
Arena 2,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Arena2
BolaArena 1,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Bolaarena1
Bein 1 Sports,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bein1_mega
Bein 2 Sports,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bein2_mega
Bein 3 Sports,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bein3_mega
Bein 4 Sports,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bein4_mega
Bein 5 Sports,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bein5_mega
Bein 6 Sports,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bein6_mega
Bein 7 Sports,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bein7_mega
Rugby Pass TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Rugbypasstv
BolaArena 2,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Bolaarena2
印度 Indian,#genre#
Sun TV HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Suntv
Star Vijay,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Starvijay
Colors Tamil,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Colorstam_mega
Sun Music,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Sunmusic
Astro Sunlife,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Sunlife
Astro Vaanavil,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Vaanavil
Zee Tamil,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Zeetamil
Zee Business,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Zeebusiness
News 18 Tamil,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=news18tamil_raj
Adithya,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Adithya
Makkal TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Makkaltv
Zee Action,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Zeeaction
Astro KTV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Astroktv
Zee TV HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Zeetvhd
Zee Cinema HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Zeecinemahd
Color HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Colorhd
Starplus HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Starplushd
Picture HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Npicture
Zee News,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Zeenews
Asianet,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=asianet_raj
Asianet News,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=asianetnews_raj
Times Now,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=timesnow_mega
BBC Earth Tamil,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bbcearthtam_raj
Discovery World Tamil,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=discoveryworldtam_raj
History Tamil,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=historytam_raj
NatGeo Tamil,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=natgeotamil_raj
Natgeo Wild Tamil,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=natgeowildtamil_raj
Discovery Kids Tamil,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=discoverykidtamil_raj
Discovery Tamil,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=discoverytamil_raj
Sony Yay Tamil,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=sonyyaytam_raj
Sun TV India,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=suntv_raj
Starmaa HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=starmaa_raj
Starmaa Movies HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=starmaamovies_raj
Bollyone,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Bollyone
Astro Sunmusic,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Sunmusic
Sony Pix HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=sonypix_mega
Vijay Super,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=vijaysuper_raj
電影 Movie,#genre#
AXN,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=axn_twn&sp=chaojidianshi
Animax,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Animax
Astrol Kplus,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Kplus
Axn HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Axn
CCTV-6,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv6
CINEMAX,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cinemax_twn&sp=chaojidianshi
Celestial Classic,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Celestial2
Celestial Movies HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Celestialindo
Cinemax,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Cinemax
HBO Family,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Hbofamily
HBO HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Hbo
HBO Hits,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Hbohits
HBO Signature,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Hbosignature
HBO_HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=hbohd_twn&sp=chaojidianshi
HBO_HITS,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=hbohits_twn&sp=chaojidianshi
Hits Movie,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Hitsmovie
Hits,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Hits
Hollywood Movies,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=hollywoodmovies_twn&sp=chaojidianshi
Movies Now HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=moviesnow_raj
One,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=One_mega
Paramount Network,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Paramountnetwork
Rock Actions,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Rockaction
Rock Entertainment,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Rockentertain
SCM,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Weishimovie
Sony Pix HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=sonypix_mega
Star Movies HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=starmovies_raj
Thrill,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Thrill
Warner TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=WarnerTV
tvN Movie,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Tvnmovie
大愛2台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=catchplay_twn&sp=chaojidianshi
龍華電影,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=xingwei_movie
東森洋片,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ettvwestern
東森電影,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ettvmovie
美亞電影,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=meiyamovie_twn&sp=chaojidianshi
龍華洋片,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=lunghuawestern_twn&sp=chaojidianshi
龍祥时代,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=lungxiangtime_twn&sp=chaojidianshi
紀錄 Documentary,#genre#
AFC 亞洲旅遊台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=asiatravel_twn&sp=chaojidianshi
Animal Planet (Eng),http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=AnimalPlanet
Animal_Planet,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=animalplanet_twn&sp=chaojidianshi
Asia Travel,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=asiatravel_twn&sp=chaojidianshi
BBC Earth HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bbcearth_twn&sp=chaojidianshi
BBC Earth Lifestyle,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bbclifestyle_twn&sp=chaojidianshi
CI,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ci_twn&sp=chaojidianshi
Discovery Asia,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=discoverytwn&sp=chaojidianshi_twn&sp=chaojidianshi
Discovery HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=discoveryhd_twn&sp=chaojidianshi
Fashion TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=fashiontv_twn&sp=chaojidianshi
Foodnetwork Hd,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Foodnetwork_mega
HGTV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=HGTV
History,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=History
MTV Live,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=mtvhd_twn&sp=chaojidianshi
NatGeo HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Natgeo
NatGeo Wild HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Natgeowild
NatGeo_Wild HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=natgeowild_twn&sp=chaojidianshi
Natgeo_HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=natgeohd_twn&sp=chaojidianshi
TLC,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Tlc
TLC Asia,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tlc_twn&sp=chaojidianshi
亞洲美食,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=afc_twn&sp=chaojidianshi
美食星球,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=foodplanet_twn&sp=chaojidianshi
新聞 News,#genre#
ABC News,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=abcnews_glo
Al-Jazeera,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=aljazeera_twn&sp=chaojidianshi
BBC World News,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Bbcnews
BBC World News,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bbcnews_twn&sp=chaojidianshi
Bloomberg News,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bloomberg_twn&sp=chaojidianshi
CBS HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cbshd_glo
CBSN HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cbsn_glo
CGTN,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=CGTN
CNA,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cna
CNBC,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cnbc_twn&sp=chaojidianshi
CNN International,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Cnn
CNN(備用),http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cnn_twn&sp=chaojidianshi
DW (Deutsch),http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=dw_twn&sp=chaojidianshi
Fox News,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=foxnews_twn&sp=chaojidianshi
France 24,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=france24_twn&sp=chaojidianshi
NHK World,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=nhkworld_japan
Skynews,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=skynews_antik
東森財經新聞,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ettvcaijing_twn&sp=chaojidianshi
兒童 Kids,#genre#
Animax,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Animax
Baby TV Eng,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Babytv
Baby TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=babytv_twn&sp=chaojidianshi
Boomerang Taiwan,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=boomerang_twn&sp=chaojidianshi
Boomerang,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Boomerang
CBeebies,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Cbeebies
Cartoon Network,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Cn
Disney Taiwan,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=disneytwn&sp=chaojidianshi_twn&sp=chaojidianshi
Kids TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=KidsTV
MiaoMi,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=MiaoMi
Momo TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=momo1_twn&sp=chaojidianshi
Nick Jr,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Nickjr
Nickelodeon,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Nickelodeon
東森幼幼 Yoyo TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=yoyo_twn&sp=chaojidianshi
靖天卡通台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=jingtiancartoon_twn&sp=chaojidianshi
泰國 Thailand,#genre#
Amarin,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=amarin_pat
Ch 8,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ch8_pat
Channel 3 Thailand,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ch3_pat
Channel 5 Thailand,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ch5_pat
Channel 7 Thailand,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ch7_pat
Gmm Channel,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=gmmchannel_pat
GmmOne,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=gmmone_pat
MCOT HD Thailand-1,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=mcot_pat
Mono,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=mono_pat
Nation,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=nation_pat
Nbt,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=nbt_pat
New,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=new_pat
PPTV Thailand1,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=pptv_pat
TPTV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tptv_pat
Thai Thai,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=thaithai_pat
Thairath,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=thairath_pat
Tnn24,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tnn24_pat
Workpoint,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=workpoint_pat
tpbs,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tpbs_pat
英國 United Kingdom,#genre#
Al-Jazeera,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=aljazeera_twn&sp=chaojidianshi
Animal Planet (Eng),http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=AnimalPlanet
Axn HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Axn
BBC 1,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bbc1_antik
BBC 2,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bbc2_antik
BBC Earth HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bbcearth_twn&sp=chaojidianshi
BBC Earth Lifestyle,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bbclifestyle_twn&sp=chaojidianshi
BBC World News,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bbcworldnews_antik
Bloomberg News,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bloomberg_twn&sp=chaojidianshi
Boomerang,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Boomerang
CBBC,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cbbc_antik
CBeebies,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Cbeebies
CGTN,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=CGTN
CNBC,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cnbc_twn&sp=chaojidianshi
Channel 4,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=channel4_antik
DW (Deutsch),http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=dw_twn&sp=chaojidianshi
Euronews,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=euronews_antik
France 24,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=france24_twn&sp=chaojidianshi
Freesports,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=freesports_antik
HBO HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Hbo
HGTV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=HGTV
History,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=History
Hits Movie,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Hitsmovie
Kids TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=KidsTV
MTV Live,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=mtvhd_twn&sp=chaojidianshi
More4,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=more4_antik
NHK World,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=nhkworld_japan
NatGeo HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Natgeo
NatGeo Wild HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Natgeowild
Nick Jr,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Nickjr
Nickelodeon,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Nickelodeon
Pick TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=picktv_antik
Skynews,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=skynews_antik
Skysports Arena,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tiankongarena
Skysports Cricket,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tiankongcricket
Skysports EPL,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tiankongepl
Skysports F1,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tiankongf1
Skysports Football,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tiankongfootball
Skysports Golf,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tiankonggolf
Skysports Main Event,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tiankongmain
Skysports News,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tiankongnews
Star Movies HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=starmovies_raj
TLC,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Tlc
Thrill,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Thrill
Warner TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=WarnerTV
itv 1,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=itv1_antik
itv 2,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=itv2_antik
越南 Vietnam,#genre#
ANTV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=viet_antv
BPTV 2,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=viet_bptv2
BRT HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=viet_brt
Ca Mau TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=viet_camautv
Danang TV1 HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=viet_danangtv1
Danang TV2 HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=viet_danangtv2
HBTV HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=viet_hbtv
HTV 7,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=viet_htv7
HTV 9,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=viet_htv9
PTTH 1,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=viet_ptth1
VTV 1,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=viet_vtv1
VTV 7,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=viet_vtv7
韓國 Korea,#genre#
All the Kpop,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=allthekpop_korea
Apps TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=appongoogle_korea
Arirang HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=arirang_korea
CBS,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cbs_korea
CGNTV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cgntv_korea
EBS 1,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ebs1_korea
EBS Kids,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ebskids_korea
EBS Plus2,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ebsplus2_korea
EBS2,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ebs2_korea
J the Kpop,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=jthekpop_korea
KBS World 24,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=kbsworld24_korea
SBS Plus,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=sbsplus_korea
YTN DMB,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ytndmb_korea
YTN Korean,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ytnkorean_korea
YTN Science,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ytnscience_korea
YTN,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ytn_korea
Yonhap News,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=yonhapnews_korea
日本 Japan,#genre#
